Word,POS,Pronunciation,Meaning
typical,adj,´tipikəl,"tiêu biểu, điển hình, đặc trưng"
typically,adv,´tipikəlli,"điển hình, tiêu biểu"
tyre,n,taiз,"lốp, vỏ xe"
ugly,adj,ʌgli,"xấu xí, xấu xa"
ultimate,adj,ˈʌltəmɪt,"cuối cùng, sau cùng"
ultimately,adv,´ʌltimətli,"cuối cùng, sau cùng"
umbrella,n,ʌm'brelə,"ô, dù"
unable,adj,ʌn'eibl,"không có năng lực, không có tài, không thể, không có khẳ năng"
unacceptable,adj,ʌnək'septəbl,không chấp nhận được
unacceptable,,¸ʌnək´septəbl,không thể chấp nhận
acceptable,,¸ʌnək´septəbl,không thể chấp nhận
uncertain,adj,ʌn'sə:tn,"thiếu chính xác, không chắc chắn"
uncertain,,ʌn'sə:tn,"không chắc chắn, khôn biết rõ ràng"
certain,,ʌn'sə:tn,"không chắc chắn, khôn biết rõ ràng"
uncle,n,ʌηkl,"chú, bác"
uncomfortable,adj,ʌη´tkʌmfətəbl,"bất tiện, khó chịu, không thoải má"
uncomfortable,,ʌη´kʌmfətəbl,"bất tiện, không tiện lợi"
comfortable,,ʌη´kʌmfətəbl,"bất tiện, không tiện lợi"
unconscious,adj,ʌn'kɔnʃəs,"bất tỉnh, không có ý thức, không biết rõ"
unconscious,,ʌn'kɔnʃəs,"bất tỉnh, ngất đi"
conscious,,ʌn'kɔnʃəs,"bất tỉnh, ngất đi"
uncontrolled,adj,ʌnkən'trould,"không bị điều khiển, không bị kiểm tra, không bị hạn chế"
uncontrolled,,ʌnkən'trould,"không bị kiềm chế, không bị kiểm tra"
control,,ʌnkən'trould,"không bị kiềm chế, không bị kiểm tra"
under,"adv, prep",ʌndə,"dưới, ở dưới"
underground,"adj, adv",ʌndəgraund,"dưới mặt đất, ngầm dưới đất"
underneath,"prep, adv",¸ʌndə´ni:θ,"dưới, bên dưới"
understand,v,ʌndə'stænd,"hiểu, nhận thức"
understanding,n,ˌʌndərˈstændɪŋ,"trí tuệ, sự hiểu biết"
underwater,"adj, adv",´ʌndə¸wɔtə,"ở dưới mặt nước, dưới mặt nước"
underwear,n,ʌndəweə,quần lót
undo,v,ʌn´du:,"tháo, gỡ"
unemployed,adj,¸ʌnim´plɔid,thất nghiệp
unemployment,n,Δnim'ploimзnt,"sự thất nghiệp, nạn thất nghiệp"
unexpected,adj,¸ʌniks´pektid,"bất ngờ, gây ngạc nhiên"
unexpectedly,adv,Δniks'pektid,"bất ngờ, gây ngạc nhiên"
unfair,adj,ʌn´fɛə,"gian lận, không công bằng"
Unfair,,ʌn´fɛə,"không đúng, không công bằng, gian lận"
unfairly,,ʌn´fɛə,"không đúng, không công bằng, gian lận"
unfairly,adv,ʌn´fɛəli,"gian lận, không công bằng"
unfortunate,adj,Λnfo:'t∫əneit,"không may, rủi ro, bất hạnh"
unfortunately,adv,ʌn´fɔ:tʃənətli,"một cách đáng tiếc, một cách không may"
unfriendly,adj,ʌn´frendli,"không thân thiện, không có thiện cảm"
unhappiness,n,ʌn´hæpinis,"nỗi buồn, sự bất hạnh"
unhappy,adj,ʌn´hæpi,"buồn rầu, khốn khổ"
uniform,"n, adj",ˈjunəˌfɔrm,đồng phục
unimportant,adj,¸ʌnim´pɔ:tənt,"khônh quan trọng, không trọng đạ"
union,n,ju:njən,"liên hiệp, sự đoàn kết, sự hiệp nhất"
unique,adj,ju:´ni:k,độc nhất vô nhị
unit,n,ju:nit,đơn vị
unite,v,ju:´nait,"liên kết, hợp nhất, hợp lại, kết thâ"
united,adj,ju:'naitid,"liên minh, đoàn kết, chung, thống nhất"
universe,n,ju:nivə:s,vũ trụ
university,n,¸ju:ni´və:siti,trường đại học
unkind,adj,ʌn´kaind,"độc ác, tàn nhẫn"
unknown,adj,ʌn'noun,không biết
unless,conj,ʌn´les,"trừ phi, trừ khi, nếu không"
unlike,"prep, adj",ʌn´laik,"khác, không giống"
unlikely,adj,ʌnˈlaɪkli,"không thể xảy ra, không chắc xảy ra"
unload,v,ʌn´loud,"cất gánh nặng, dỡ hàng"
unlucky,adj,ʌn´lʌki,"không gặp may, bất hạnh"
unnecessary,adj,ʌn'nesisəri,"không cần thiết, không mong muốn"
unpleasant,adj,ʌn'plezənt,"không dễ chịu, khó chịu, khó ưa"
unreasonable,adj,ʌnˈrizənəbəl,vô lý
unsteady,adj,ʌn´stedi,"không chắc, không ổn định"
unsuccessful,adj,¸ʌnsək´sesful,"không thành công, thất bại"
untidy,adj,ʌn´taidi,"không gọn gàng, không ngăn nắp lộn xộn"
until,"conj, prep",ʌn´til,"trước khi, cho đến khi"
till,"conj, prep",ʌn´til,"trước khi, cho đến khi"
Unusual,,ʌn´ju:ʒuəl,"hiếm, khác thường"
unusually,adv,ʌn´ju:ʒuəlli,"cực kỳ, khác thường"
Unwilling,,ʌn´wiliη,"không muốn, không có ý định"
unwillingly,adv,ʌn´wiliηgli,"không sẵn lòng, miễn cưỡng"
upon,prep,ə´pɔn,"trên, ở trên"
upper,adj,´ʌpə,cao hơn
upset,"v, adj",ʌpˈsɛt,"làm đổ, đánh đổ"
upsetting,adj,ʌp´setiη,"tính đánh đổ, làm đổ"
upside down,adv,´ʌp¸said,lộn ngược
upstairs,"adv, adj, n",´ʌp´stɛəz,"ở tên gác, cư ngụ ở tầng gác"
upward,adj,ʌpwəd,"lên, hướng lên, đi lên"
upwards,adv,ʌpwəd,"lên, hướng lên, đi lên, về phía trên"
urban,adj,ˈɜrbən,"(thuộc) thành phố, khu vực"
urge,"v, n",ə:dʒ,"thúc, giục, giục giã"
urgent,adj,ˈɜrdʒənt,"gấp, khẩn cấp"
use,"v, n",ju:s,"sử dụng, dùng"
used,adj,ju:st,làm cái gì
used to,"modal, v",ju:st,đã quen dùng
useful,adj,´ju:sful,"hữu ích, giúp ích"
useless,adj,ju:slis,"vô ích, vô dụng"
user,n,´ju:zə,"người dùng, người sử dụng"
usual,adj,ju:ʒl,"thông thường, thường dùng"
usually,adv,ju:ʒəli,thường thường
vacation,n,və'kei∫n,"kỳ nghỉ hè, kỳ nghỉ lễ"
valid,adj,vælɪd,"chắc chắn, hiệu quả, hợp lý"
valley,n,væli,thung lũng
valuable,adj,væljuəbl,"có giá trị lớn, đáng giá"
value,"n, v",vælju:,"giá trị, ước tính, định giá"
van,n,væn,"tiền đội, quân tiên phong"
variation,n,¸veəri´eiʃən,"sự biến đổi, sự thay đổi mức độ, sự khác nhau"
varied,adj,veərid,"thuộc nhiều loại khác nhau, những vẻ đa dạng"
variety,n,və'raiəti,"sự đa dạng, trạng thái khác nhau"
various,adj,veri.əs,"khác nhau, thuộc về nhiều loại"
vary,v,veəri,"thay đổi, làm cho khác nhau, biến đổi"
vast,adj,vɑ:st,"rộng lớn, mênh mông"
vegetable,n,"ˈvɛdʒtəbəl , ˈvɛdʒɪtəbəl","rau, thực vật"
vehicle,n,vi:hikl,xe cộ
venture,"n, v",ventʃə,"dự án kinh doanh, công việc kinh doanh"
version,n,və:∫n,bản dịch sang một ngôn ngữ khác
vertical,adj,ˈvɜrtɪkəl,"thẳng đứng, đứng"
very,adv,veri,"rất, lắm"
via,prep,vaiə,"qua, theo đường"
victim,n,viktim,nạn nhân
victory,n,viktəri,chiến thắng
video,n,vidiou,video
view,"n, v",vju:,"sự nhìn, tầm nhìn"
village,n,ˈvɪlɪdʒ,"làng, xã"
violence,n,ˈvaɪələns,"sự ác liệt, sự dữ dội"
violent,adj,vaiələnt,"mãnh liệt, mạnh mẽ, hung dữ"
violently,adv,vaiзlзntli,"mãnh liệt, dữ dội"
virtually,adv,və:tjuəli,"thực sự, hầu như, gần như"
virus,n,vaiərəs,vi rút
visible,adj,vizəbl,"hữu hình, thấy được"
vision,n,viʒn,"sự nhìn, thị lực"
visit,"v, n",vizun,"đi thăm hỏi, đến chơi, tham quan"
visitor,n,vizitə,"khách, du khách"
vital,adj,vaitl,"(thuộc) sự sống, cần cho sự sống"
vocabulary,n,və´kæbjuləri,từ vựng
voice,n,vɔis,"tiếng, giọng nói"
volume,n,´vɔlju:m,"thế tích, quyển, tập"
vote,"n, v",voʊt,"sự bỏ phiếu, sự bầu cử"
wage,n,weiʤ,"tiền lương, tiền công"
waist,n,weist,"eo, chỗ thắt lưng"
wait,v,weit,chờ đợi
waiter,n,weitə,"người hầu bàn, người đợi, người trông chờ"
waitress,n,weitə,"người hầu bàn, người đợi, người trông chờ"
wake up,v,weik,"thức dậy, tỉnh thức"
walk,"v, n",wɔ:k,"đi, đi bộ"
walking,n,wɔ:kiɳ,"sự đi, sự đi bộ"
wall,n,wɔ:l,"tường, vách"
wallet,n,wolit,cái ví
wander,"v, n",wɔndə,đi lang thang
want,v,wɔnt,muốn
war,n,wɔ:,chiến tranh
warm,"adj, v",wɔ:m,"ấm, ấm áp"
warmth,n,wɔ:mθ,"trạng thái ấm, sự ấm áp"
warn,v,wɔ:n,"báo cho biết, cảnh báo"
warning,n,wɔ:niɳ,"sự báo trước, lời cảnh báo"
wash,v,"wɒʃ , wɔʃ","rửa, giặt"
washing,n,wɔʃiɳ,"sự tắm rửa, sự giặt"
waste,"v, n, adj",weɪst,"lãng phí, uổng phí"
watch,"v, n",wɔtʃ,"nhìn, theo dõi, quan sát"
water,n,wɔ:tə,nước
wave,"n, v",weɪv,"sóng, gợn nước"
way,n,wei,"đường, đường đi"
weak,adj,wi:k,"yếu, yếu ớt"
weakness,n,´wi:knis,"tình trạng yếu đuối, yếu ớt"
wealth,n,welθ,"sự giàu có, sự giàu sang"
weapon,n,wepən,vũ khí
wear,v,weə,"mặc, mang, đeo"
weather,n,weθə,thời tiết
web,n,wɛb,"mạng, lưới"
website,n,wɛb,không gian liên tới với Internet
wedding,n,ˈwɛdɪŋ,"lễ cưới, hôn lễ"
Wednesday,n,´wensdei,thứ 4
week,n,wi:k,"tuần, tuần lễ"
weekend,n,¸wi:k´end,cuối tuần
weekly,adj,´wi:kli,"mỗi tuần một lần, hàng tuần"
weigh,v,wei,"cân, cân nặng"
weight,n,weit,trọng lượng
welcome,,welkʌm,"chào mừng, hoan nghênh"
well,,wel,"tốt, giỏi"
well known,adj,´wel´noun,"nổi tiếng, được nhiều người biết đến"
west,"n, adj, adv",west,"phía Tây, theo phía tây, về hướng tây"
western,adj,westn,"về phía tây, của phía tây"
wet,adj,wɛt,"ướt, ẩm ướt"
whatever,"n, det, pro",wɔt´evə,"bất cứ thứ gì, bất kể thứ gì"
wheel,n,wil,bánh xe
whenever,conj,wen'evə,"bất cứ lúc nào, lúc nào"
whereas,conj,weə'ræz,"nhưng trái lại, trong khi mà"
wherever,conj,weər'evə(r),"ở bất cứ nơi nào, ở bất cứ nơi đâ"
whether,conj,´weðə,có
while,"n, conj",wail,"trong lúc, trong khi"
whilst,conj,wailst,"trong lúc, trong khi"
whisper,"v, n",´wispə,"nói thì thầm, xì xào"
whistle,"n, v",wisl,"sự huýt sáo, sự thổi còi"
white,"adj, n",wai:t,trắng
whoever,"n, pro",hu:'ev,"ai, người nào, bất cứ ai, bất cứ người nào, dù ai"
whole,"adj, n",həʊl,"bình an vô sự, không suy suyển, không hư hỏng"
wide,adj,waid,"rộng, rộng lớn"
widely,adv,´waidli,"nhiều, xa"
width,n,wɪdθ; wɪtθ,"tính chất rộng, bề rộng"
wife,n,waif,vợ
wild,adj,waɪld,"dại, hoang"
wildly,adv,waɪldli,"dại, hoang"
will,"v, n, modal",wil,sẽ
willing,adj,´wiliη,"bằng lòng, vui lòng, muốn"
willingly,adv,wiliηli,"sẵn lòng, tự nguyện"
willingness,n,´wiliηnis,"sự bằng lòng, sự vui lòng"
win,v,win,"chiếm, đọat, thu được"
wind,v,wind,"quấn lại, cuộn lại"
window,n,windəʊ,cửa sổ
wine,n,wain,"rượu, đồ uống"
wing,n,wiη,"cánh, sự bay, sự cất cánh"
winner,n,winər,người thắng cuộc
winning,adj,´winiη,"đang dành thắng lợi, thắng cuộc"
winter,n,ˈwɪntər,mùa đông
wire,n,waiə,dây (kim loại)
wise,adj,waiz,"khôn ngoan, sáng suốt, thông thái"
wish,"v, n",wi∫,"ước, mong muốn"
withdraw,v,"wɪðˈdrɔ , wɪθˈdrɔ","rút, rút khỏi, rút lui"
within,prep,wið´in,"trong vong thời gian, trong khoảng thời gian"
without,prep,"wɪðˈaʊt , wɪθaʊt","không, không có"
witness,"n, v",witnis,"sự làm chứng, bằng chứng"
woman,n,wʊmən,"đàn bà, phụ nữ"
wonder,v,wʌndə,"ngạc nhiên, lấy làm lạ, kinh ngạc"
wonderful,adj,´wʌndəful,"phi thường, khác thường, kỳ diệu, tuyệt vời"
wood,n,wud,gỗ
wooden,adj,´wudən,làm bằng gỗ
wool,n,wul,len
work,"v, n",wɜ:k,"làm việc, sự làm việc"
worker,n,wə:kə,người lao động
working,adj,´wə:kiη,"sự làm, sự làm việc"
world,n,wɜ:ld,thế giới
worried,adj,´wʌrid,"bồn chồn, lo nghĩ, tỏ ra lo lắng"
worry,"v, n",wʌri,"lo lắng, suy nghĩ"
worrying,adj,´wʌriiη,"gây lo lắng, gây lo nghĩ"
worse,,bad,xấu
worst,,bad,xấu
worship,"n, v",ˈwɜrʃɪp,"sự tôn thờ, sự tôn sùng"
worth,adj,wɜrθ,"đáng giá, có giá trị"
would,"v, modal",wud,sẽ
wound,"n, v",waund,"vết thương, thương tích"
wounded,adj,wu:ndid,bị thương
wrap,v,ræp,"gói, bọc, quấn"
wrapping,n,ræpiɳ,"vật bao bọc, vật quấn quanh"
wrist,n,rist,cổ tay
write,v,rait,viết
writer,n,raitə,người viết
writing,n,´raitiη,sự viết
written,adj,ritn,"viết ra, được thảo ra"
wrong,"adj, adv",rɔɳ,sai
wrongly,adv,´rɔηgli,"một cách bất công, không đúng"
yard,n,ja:d,"sân, thước Anh (bằng 0, 914 mét)"
yawn,"v, n",jɔ:n,há miệng
yeah,exclamation,jeə,"vâng, ư"
year,n,jə:,năm
yellow,"adj, n",jelou,vàng
yes,"n, exclamation",jes,"vâng, phải, có chứ"
yesterday,"adv, n",jestədei,hôm qua
yet,"adv, conj",yet,"còn, hãy cỏn, còn nữa"
young,adj,jʌɳ,"trẻ, trẻ tuổi, thanh niên"
Yours sincerely,,jo:z,"bạn chân thành của anh, chị"
Yours Truly,,jo:z,lời kết thúc thư (bạn chân thành của
yourself,pron,jɔ:'self,"tự anh, tự chị, chính anh, chính mày, tự mày, tự mình"
youth,n,ju:θ,"tuổi trẻ, tuổi xuân, tuổi thanh niên, tuổi niên thiếu"
zero number,,ziərou,số không
zone,n,zoun,"khu vực, miền, vùng"
