id,Word,POS,Pronunciation,Meaning,Syllables,Root_Word,Count
2194,occupy,v,ɔkjupai,"giữ, chiếm lĩnh, chiếm giữ",3,occupy,6
2195,occur,v,ə'kə:,"xảy ra, xảy đến, xuất hiện",2,occur,5
2196,ocean,n,əuʃ(ə)n,đại dương,3,ocean,5
2197,October,n,ɔk´toubə,tháng 10,3,October,7
2198,odd,adj,ɔd,"kỳ quặc, kỳ cục, lẻ (số)",1,odd,3
2199,oddly,adv,´ɔdli,"kỳ quặc, kỳ cục, lẻ (số)",2,oddly,5
2200,off,adv,ɔ:f,tắt,1,off,3
2201,off,prep,ɔ:f,"khỏi, cách, rời",1,off,3
2202,offence,n,ə'fens,"sự vi phạm, sự phạm tội",2,offence,7
2203,offend,v,ə´fend,"xúc phạm, làm bực mình, làm khó chịu",2,offend,6
2204,offensive,"n, adj",ə´fensiv,"sự tấn công, cuộc tấn công, sỉ nhục",3,offensive,9
2205,offer,v,´ɔfə,"biếu, tặng, cho",2,offer,5
2206,offer,n,´ɔfə,sự trả giá,2,offer,5
2207,office,n,ɔfis,"cơ quấn, văn phòng, bộ",2,office,6
2208,officer,n,´ɔfisə,"viên chức, cảnh sát, sĩ quấn",3,officer,7
2209,official,adj,ə'fiʃəl,"(thuộc) chính quyền, văn phòng",3,official,8
2210,official,n,ə'fiʃəl,"viên chức, công chức",3,official,8
2211,officially,adv,ə'fi∫əli,"một cách trịnh trọng, một cách chính thức",4,officially,10
2212,often,adv,ɔ:fn,"thường, hay, luôn",2,often,5
2213,oil,n,ɔɪl,dầu,1,oil,3
2214,okay,"exclamation, adj, adv",əʊkei,"đồng ý, tán thành",3,okay,4
2215,old,adj,ould,già,1,old,3
2216,once,adv,wʌns,một lần,1,once,4
2217,once,conj,wʌns,"khi mà, ngay khi, một khi",1,once,4
2218,onion,n,ˈʌnjən,củ hành,2,onion,5
2219,only,adj,ounli,"chỉ có 1, duy nhất",2,only,4
2220,only,adv,ounli,"chỉ, mới",2,only,4
2221,onto,prep,´ɔntu,"về phía trên, lên trên",2,onto,4
2222,open,adj,oupən,"mở, ngỏ",2,open,4
2223,open,v,oupən,"mở, bắt đầu, khai mạc",2,open,4
2224,opening,n,´oupniη,"khe hở, lỗ",2,open,7
2225,openly,adv,´oupənli,"công khai, thẳng thắn",3,openly,6
2226,operate,v,ɔpəreit,"hoạt động, điều khiển",4,operate,7
2227,operation,n,",ɔpə'reiʃn","sự hoạt động, quá trình hoạt động",5,operation,9
2228,opinion,n,ə'pinjən,"ý kiến, quan điểm",3,opinion,7
2229,opponent,n,əpəʊ.nənt,"địch thủ, đối thủ, kẻ thù",3,opponent,8
2230,opportunity,n,"ˌɒpərˈtunɪti , ˌɒpərˈtyunɪti","cơ hội, thời cơ",10,opportunity,11
2231,oppose,v,əˈpoʊz,"đối kháng, đối chọi, đối lập",2,oppose,6
2232,opposing,adj,з'pouziη,"tính đối kháng, đối chọi",2,oppose,8
2233,opposite,adj,ɔpəzit,"đối nhau, ngược nhau",3,opposite,8
2234,opposite,adv,ɔpəzit,"trước mặt, đối diện",3,opposite,8
2235,opposite,nprep,ɔpəzit,điều trái ngược,3,opposite,8
2236,opposition,n,¸ɔpə´ziʃən,"sự đối lập, sự đối nhau",4,opposition,10
2237,option,n,ɔpʃn,sự lựa chọn,2,option,6
2238,orange,n,ɒrɪndʒ,quả cam,2,orange,6
2239,orange,adj,ɒrɪndʒ,có màu da cam,2,orange,6
2240,order,n,ɔ:də,"thứ, bậc",2,order,5
2241,order,v,ɔ:də,ra lệnh,2,order,5
2242,ordinary,adj,o:dinəri,"thường, thông thường",3,ordinary,8
2243,organ,n,ɔ:gən,đàn óoc gan,2,organ,5
2244,organization,n,",ɔ:gənai'zeiʃn","tổ chức, cơ quan",6,organization,12
2245,organize,v,´ɔ:gə¸naiz,"tổ chức, thiết lập",3,organize,8
2246,organized,adj,o:gзnaizd,"có trật tự, ngăn nắp, được sắp xếp, được tổ chức",1,organize,9
2247,origin,n,ɔridӡin,"gốc, nguồn gốc, căn nguyên",3,origin,6
2248,original,adj,ə'ridʒənl,"(thuộc) gốc, nguồn gốc, căn nguyên",3,original,8
2249,original,n,ə'ridʒənl,nguyên bản,3,original,8
2250,originally,adv,ə'ridʒnəli,"một cách sáng tạo, mới mẻ, độc đáo",4,originally,10
2251,other,"adj, pron",ˈʌðər,khác,2,other,5
2252,otherwise,adv,´ʌðə¸waiz,"khác, cách khác",3,otherwise,9
2253,ourselves,pron,´awə´selvz,"bản thân chúng ta, bản thân chúng tôi, bản thân chúng mình",2,ourselves,9
2254,out,"of, adv, prep",aut,"ngoài, ở ngoài, ra ngoài",1,out,3
2255,outdoor,adj,autdɔ:,"ngoài trời, ở ngoài",2,outdoor,7
2256,outdoors,adv,¸aut´dɔ:z,"ở ngoài trời, ở ngoài nhà",2,outdoors,8
2257,outer,adj,¸aut´dɔ:z,"ở phía ngoài, ở xa hơn",2,outer,5
2258,outline,v,´aut¸lain,"vẽ, phác tảo",2,outline,7
2259,outline,n,´aut¸lain,"đường nét, hình dáng, nét ngoài",2,outline,7
2260,output,n,autput,sự sản xuất,2,output,6
2261,outside,"n, adj, prep, adv",aut'said,"bề ngoài, bên ngoài",2,outside,7
2262,outstanding,adj,¸aut´stændiη,"nổi bật, đáng chú ý",3,outstanding,11
2263,oven,n,ʌvn,lò (nướng),2,oven,4
2264,over,adv,ouvə,"bên trên, vượt qua",2,over,4
2265,over,prep,ouvə,"lên, lên trên",2,over,4
2266,overall,adj,(adv) ˈoʊvərˈɔl,"toàn bộ, toàn thể",3,overall,7
2267,overall,adv,(adv) ˈoʊvərˈɔl,"tất cả, bao gồm",3,overall,7
2268,overcome,v,ˌoʊvərˈkʌm,"thắng, chiến thắng, khắc phục, đánh bại (khó khăn)",3,overcome,8
2269,owe,v,ou,"nợ, hàm ơn",1,owe,3
2270,own,"adj, pron, v",oun,"của chính mình, tự mình",1,own,3
2271,owner,n,´ounə,"người chủ, chủ nhân",2,owner,5
2272,pace,n,peis,"bước chân, bước",2,pace,4
2273,pack,v,pæk,"gói, bọc",1,pack,4
2274,pack,n,pæk,"bó, gói",1,pack,4
2275,package,n,pæk.ɪdʒ,"gói đồ, bưu kiện",2,package,7
2276,package,v,pæk.ɪdʒ,"đóng gói, đóng kiện",2,package,7
2277,packaging,n,"""pækidzŋ",bao bì,2,packaging,9
2278,packet,n,pækit,gói nhỏ,2,packet,6
2279,page,n,peidʒ,trang (sách),2,page,4
2280,pain,n,pein,"sự đau đớn, sự đau khổ",2,pain,4
2281,painful,adj,peinful,"đau đớn, đau khổ",3,painful,7
2282,paint,n,peint,"sơn, vôi màu",2,paint,5
2283,paint,v,peint,"sơn, quét sơn",2,paint,5
2284,painter,n,peintə,họa sĩ,3,painter,7
2285,painting,n,peintiɳ,sự sơn,3,paint,8
2286,pair,n,pɛə,"đôi, cặp",1,pair,4
2287,palace,n,ˈpælɪs,"cung điện, lâu đài",2,palace,6
2288,pale,adj,peil,"taí, nhợt",2,pale,4
2289,pan,n,pæn - pɑ:n,"xoong, chảo",2,pan,3
2290,panel,n,pænl,"ván ô (cửa, tường), pa nô",1,panel,5
2291,pants,n,pænts,"quần lót, quần đùi dài",1,pant,5
2292,paper,n,´peipə,giấy,3,paper,5
2293,parallel,adj,pærəlel,"song song, tương đương",3,parallel,8
2294,parent,n,peərənt,"cha, mẹ",2,parent,6
2295,park,n,pa:k,"công viên, vườn hoa",0,park,4
2296,park,v,pa:k,khoanh vùng thành công viên,0,park,4
2297,parliament,n,pɑ:ləmənt,"nghi viện, quốc hội",3,parliament,10
2298,part,n,pa:t,"phần, bộ phận",0,part,4
2299,particular,adj,pə´tikjulə,"riêng biệt, cá biệt",4,particular,10
2300,particularly,adv,pə´tikjuləli,"một cách đặc biệt, cá biệt, riêng biệt",5,particularly,12
2301,partly,adv,´pa:tli,"đến chừng mực nào đó, phần nào đó",1,partly,6
2302,partner,n,pɑ:tnə,"đối tác, cộng sự",2,partner,7
2303,partnership,n,´pa:tnəʃip,"sự chung phần, sự cộng tác",2,partnership,11
2304,party,n,ˈpɑrti,"tiệc, buổi liên hoan",2,party,5
2305,pass,v,´pa:s,"qua, vượt qua, ngang qua",0,pass,4
2306,passage,n,ˈpæsɪdʒ,"sự đi qua, sự trôi qua",2,passage,7
2307,passenger,n,pæsindʤə,hành khách,3,passenger,9
2308,passing,n,´pa:siη,"sự đi qua, sự trôi qua",1,pass,7
2309,passing,adj,´pa:siη,thoáng qua ngắn ngủi,1,pass,7
2310,passport,n,´pa:spɔ:t,hộ chiếu,1,passport,8
2311,past,"adj, n, prep, adv",pɑ:st,"quá khứ, dĩ vãng",1,past,4
2312,path,n,pɑ:θ,đường mòn,1,path,4
2313,patience,n,´peiʃəns,"tính kiên nhẫn, nhẫn nại, kiên trì, sự chịu đựng",3,patience,8
2314,patient,n,peiʃənt,bệnh nhân,3,patient,7
2315,patient,adj,peiʃənt,"kiên nhẫn, nhẫn nại, bền chí",3,patient,7
2316,pattern,n,pætə(r)n,"mẫu, khuôn mẫu",2,pattern,7
2317,pause,v,pɔ:z,"tạm nghỉ, dưng",1,pause,5
2318,pause,n,pɔ:z,"sự tạm nghỉ, sự tạm ngưng",1,pause,5
2319,pay,v,pei,"trả, thanh toán, nộp",2,pay,3
2320,pay,n,pei,tiền lương,2,pay,3
2321,payment,n,peim(ə)nt,"sự trả tiền, số tiền trả, tiền bồi thường",3,payment,7
2322,peace,n,pi:s,"hòa bình, sự hòa thuận",1,peace,5
2323,peaceful,adj,pi:sfl,"hòa bình, thái bình, yên tĩnh",2,peaceful,8
2324,peak,n,pi:k,lưỡi trai,1,peak,4
2325,pen,n,pen,bút,1,pen,3
2326,pence,n,pens,đồng xu,1,pence,5
2327,pencil,n,´pensil,bút chì,2,pencil,6
2328,penny,n,´peni,đồng xu,2,penny,5
2329,pension,n,penʃn,"tiền trợ cấp, lương hưu",2,pension,7
2330,people,n,ˈpipəl,"dân tộc, dòng giống",2,people,6
2331,pepper,n,´pepə,"hạt tiêu, cây ớt",2,pepper,6
2332,per,prep,pə:,cho mỗi,1,per,3
2333,percent,n,pə:,phần trăm,1,percent,7
2334,perfect,adj,pə'fekt,hoàn hảo,2,perfect,7
2335,perfectly,adv,´pə:fiktli,một cách hoàn hảo,3,perfectly,9
2336,perform,v,pə´fɔ:m,biểu diễn,2,perform,7
2337,performance,n,pə'fɔ:məns,"sự làm, sự thực hiện, sự thi hành, sự biểu diễn",3,performance,11
2338,performer,n,pə´fɔ:mə,"người biểu diễn, người trình diễn",3,performer,9
2339,perhaps,adv,pə'hæps,"có thể, có lẽ",2,perhaps,7
2340,period,n,piəriəd,"kỳ, thời kỳ, thời gian",4,period,6
2341,permanent,adj,pə:mənənt,"lâu dài, vĩnh cửu, thường xuyên",3,permanent,9
2342,permanently,adv,pə:mənəntli,"cách thường xuyên, vĩnh cửu",4,permanently,11
2343,permission,n,pə'miʃn,"sự cho phép, giấy phép",3,permission,10
2344,permit,v,pə:mit,"cho phép, cho cơ hội",2,permit,6
2345,person,n,ˈpɜrsən,"con người, người",2,person,6
2346,personal,adj,pə:snl,"cá nhân, tư, riêng tư",1,personal,8
2347,personality,n,pə:sə'næləti,"nhân cách, tính cách",5,personality,11
2348,personally,adv,´pə:sənəli,"đích thân, bản thân, về phần tôi, đối với tôi",4,personally,10
2349,persuade,v,pə'sweid,thuyết phục,3,persuade,8
2350,pet,n,pet,cơn nóng giận,1,pet,3
2351,petrol,n,ˈpɛtrəl,xăng dầu,1,petrol,6
2352,phase,n,feiz,tuần trăng,2,phase,5
2353,philosophy,n,fɪˈlɒsəfi,"triết học, triết lý",4,philosophy,10
2354,photocopy,n,´foutə¸kɔpi,bản sao chụp,4,photocopy,9
2355,photocopy,v,´foutə¸kɔpi,sao chụp,4,photocopy,9
2356,photograph,n,´foutə¸gra:f,"ảnh, bức ảnh",2,photograph,10
2357,photograph,v,´foutə¸gra:f,chụp ảnh,2,photograph,10
2358,photographer,n,fə´tɔgrəfə,"thợ chụp ảnh, nhà nhiếp ảnh",4,photographer,12
2359,photography,n,fə´tɔgrəfi,"thuật chụp ảnh, nghề nhiếp ảnh",4,photography,11
2360,phrase,n,freiz,câu,2,phrase,6
2361,physical,adj,´fizikl,vật chất,3,physical,8
2362,physically,adv,´fizikli,"về thân thể, theo luật tự nhiên",3,physically,10
2363,physics,n,fiziks,vật lý học,2,physics,7
2364,piano,n,pjænou,"đàn pianô, dương cầm",2,piano,5
2365,pick,v,pik,cuốc,1,pick,4
2366,picture,n,piktʃə,"bức vẽ, bức họa",2,picture,7
2367,piece,n,pi:s,"mảnh, mẩu",1,piece,5
2368,pig,n,pig,con lợn,1,pig,3
2369,pile,n,paɪl,"cọc, chồng, đống, pin",2,pile,4
2370,pile,v,paɪl,"đóng cọc, chất chồng",2,pile,4
2371,pill,n,´pil,viên thuốc,1,pill,4
2372,pilot,n,´paiələt,phi công,3,pilot,5
2373,pin,n,pin,đinh ghim,1,pin,3
2374,pin,v,pin,"ghim, kẹp",1,pin,3
2375,pink,adj,piηk,màu hồng,1,pink,4
2376,pink,n,piηk,"hoa cẩm chướng, tình trạng tốt, hoàn hảo",1,pink,4
2377,pint,n,paint,"lít (bia, sữa)",1,pint,4
2378,pipe,n,paip,ống dẫn,1,pipe,4
2379,pitch,n,pit∫,sân (chơi các môn thể thao),1,pitch,5
2380,pity,n,´piti,"lòng thương hại, điều đáng tiếc, đáng thương",2,pity,4
2381,place,n,pleis,"nơi, địa điểm",2,place,5
2382,place,v,pleis,"đặt, để",2,place,5
2383,plain,adj,plein,"ngay thẳng, đơn giản, chất phác",2,plain,5
2384,plan,n,plæn,"bản đồ, kế hoạch",1,plan,4
2385,plan,v,plæn,"vẽ bản đồ, lập kế hoạch, dự kiến",1,plan,4
2386,plane,n,plein,"mặt phẳng, mặt bằng, máy bay",2,plane,5
2387,planet,n,´plænit,hành tinh,2,planet,6
2388,planning,n,plænniη,"sự lập kế hoạch, sự quy hoạch",2,plan,8
2389,plant,n,"plænt , plɑnt","thực vật, sự mọc lên",2,plant,5
2390,plant,v,"plænt , plɑnt","trồng, gieo",2,plant,5
2391,plastic,"n, adj",plæstik,"chất dẻo, làm bằng chất dẻo",2,plastic,7
2392,plate,n,pleit,"bản, tấm kim loại",2,plate,5
2393,platform,n,plætfɔ:m,"nền, bục, bệ",2,platform,8
2394,play,v,plei,"chơi, đánh",2,play,4
2395,play,n,plei,"sự vui chơi, trò chơi, trận đấu",2,play,4
2396,player,n,pleiз,người chơi 1 trò chơi nào đó (nhạc cụ),2,player,6
2397,pleasant,adj,pleznt,"vui vẻ, dễ thương",1,pleasant,8
2398,pleasantly,adv,plezəntli,"vui vẻ, dễ thương",3,pleasantly,10
2399,please,"exclamation, v",pli:z,"làm vui lòng, vui lòng, xin mời",1,please,6
2400,pleased,adj,pli:zd,hài lòng,1,please,7
2401,pleasing,adj,´pli:siη,mang lại niềm vui thích,2,please,8
2402,pleasure,n,ˈplɛʒuə(r),"niềm vui thích, điều thích thú, điều thú vị",2,pleasure,8
2403,plenty,"pron, n",plenti,chỉ sự thưa,2,plenty,6
2404,plot,n,plɔt,"mảnh đất nhỏ, sơ đồ, đồ thị, đồ án",1,plot,4
2405,plot,v,plɔt,"vẽ sơ đồ, dựng đồ án",1,plot,4
2406,plug,n,plʌg,"nút thùng, nút chậu, cái phíc cắm",1,plug,4
2407,plus,"n, adj ,conj, prep",plʌs,cộng với,1,plus,4
2408,pocket,n,pɔkit,"túi (quần áo, trong xe hơi), túi tiền",2,pocket,6
2409,poem,n,pouim,bài thơ,2,poem,4
2410,poetry,n,pouitri,thi ca,3,poetry,6
2411,point,n,pouitri,"mũi nhọn, điểm",3,point,5
2412,point,v,pouitri,"vót, làm nhọn, chấm",3,point,5
2413,pointed,adj,´pɔintid,"nhọn, có đầu nhọn",3,point,7
2414,poison,n,ˈpɔɪzən,"chất độc, thuốc độc",2,poison,6
2415,poison,v,ˈpɔɪzən,"đánh thuốc độc, tẩm thuốc độc",2,poison,6
2416,poisonous,adj,pɔɪ.zə(n)əs,"độc, có chất độc, gây chết, bệnh",3,poisonous,9
2417,pole,n,poul,người Ba Lan,1,pole,4
2418,police,n,pə'li:s,"cảnh sát, công an",2,police,6
2419,policy,n,pol.ə si,chính sách,2,policy,6
2420,polish,n,pouliʃ,"nước bóng, nước láng",2,polish,6
2421,polish,v,pouliʃ,"đánh bóng, làm cho láng",2,polish,6
2422,polite,adj,pəˈlaɪt,"lễ phép, lịch sự",2,polite,6
2423,politely,adv,pəˈlaɪtli,"lễ phép, lịch sự",3,politely,8
2424,political,adj,pə'litikl,"về chính trị, về chính phủ, có tính chính trị",4,political,9
2425,politically,adv,pə'litikəli,về mặt chính trị,5,politically,11
2426,politician,n,¸pɔli´tiʃən,"nhà chính trị, chính khách",4,politician,10
2427,politics,n,pɔlitiks,"họat động chính trị, đời sống chính trị, quan điểm chính trị",3,politic,8
2428,pollution,n,pəˈluʃən,sự ô nhiễm,3,pollution,9
2429,pool,n,pu:l,vũng nước,1,pool,4
2430,poor,adj,puə,nghèo,2,poor,4
2431,pop,n,pɒp; NAmE pɑːp,"tiếp bốp, phong cách dân gian hiện đại",2,pop,3
2432,pop,v,pɒp; NAmE pɑːp,nổ bốp,2,pop,3
2433,popular,adj,´pɔpjulə,"có tính đại chúng, (thuộc) nhân dân",3,popular,7
2434,population,n,",pɔpju'leiʃn","dân cư, dân số",5,population,10
2435,port,n,pɔ:t,cảng,1,port,4
2436,pose,v,pouz,"đưa ra, đề ra, đặt",1,pose,4
2437,pose,n,pouz,"sự đặt, đề ra",1,pose,4
2438,position,n,pəˈzɪʃən,"vị trí, chỗ",3,position,8
2439,positive,adj,pɔzətiv,"khẳng định, xác thực, rõ ràng, tích cực, lạc quan",3,positive,8
2440,possess,v,pə'zes,"có, chiếm hữu",2,posses,7
2441,possession,n,pə'zeʃn,"quyền sở hữu, vật sở hữu",3,possession,10
2442,possibility,n,¸pɔsi´biliti,"khả năng, triển vọng",5,possibility,11
2443,possible,adj,pɔsibəl,"có thể, có thể thực hiện",3,possible,8
2444,possibly,adv,´pɔsibli,"có lẽ, có thể, có thể chấp nhận được",3,possibly,8
2445,post,n,poʊst,"thư, bưu kiện",1,post,4
2446,post,v,poʊst,gửi thư,1,post,4
2447,pot,n,pɒt,"can, bình, lọ",1,pot,3
2448,potato,n,pə'teitou,khoai tây,4,potato,6
2449,potential,adj,pəˈtɛnʃəl,tiềm năng,2,potential,9
2450,potential,n,pəˈtɛnʃəl,"khả năng, tiềm lực",2,potential,9
2451,potentially,adv,pəˈtɛnʃəlli,"tiềm năng, tiềm ẩn",3,potentially,11
2452,pound,n,paund,pao - đơn vị đo lường,1,pound,5
2453,pour,v,pɔ:,"rót, đổ, giội",1,pour,4
2454,powder,n,paudə,"bột, bụi",2,powder,6
2455,power,n,ˈpauə(r),"khả năng, tài năng, năng lực",2,power,5
2456,powerful,adj,´pauəful,"hùng mạnh, hùng cường",3,powerful,8
2457,practical,adj,ˈpræktɪkəl,thực hành,3,practical,9
2458,practically,adv,´præktikəli,về mặt thực hành,4,practically,11
2459,practice,n,´præktis,"thực hành, thực tiễn",2,practice,8
2460,practise,v,´præktis,"thực hành, tập luyện",2,practise,8
2461,praise,n,preiz,"sự ca ngợi, sự tán dương, lòng tôn kính, tôn thờ",2,praise,6
2462,praise,v,preiz,"khen ngợi, tán dương",2,praise,6
2463,prayer,n,prɛər,sự cầu nguyện,1,prayer,6
2464,precise,adj,pri´sais,"rõ ràng, chính xác",2,precise,7
2465,precisely,adv,pri´saisli,"đúng, chính xác, cần thận",3,precisely,9
2466,predict,v,pri'dikt,"báo trước, tiên đoán, dự báo",2,predict,7
2467,prefer,v,pri'fə:,thích hơn,2,prefer,6
2468,preference,n,prefərəns,"sự thích hơn, sự ưa hơn",3,preference,10
2469,pregnant,adj,pregnənt,mang thai,2,pregnant,8
2470,premises,n,premis,biệt thự,2,premise,8
2471,preparation,n,¸prepə´reiʃən,"sự sửa soạn, sự chuẩn bị",5,preparation,11
2472,prepare,v,pri´peə,"sửa soạn, chuẩn bị",2,prepare,7
2473,prepared,adj,pri'peəd,đã được chuẩn bị,2,prepare,8
2474,presence,n,prezns,"sự hiện diện, sự có mặt",1,presence,8
2475,present,adj,(v)pri'zent,"có mặt, hiện diện",2,present,7
2476,present,n,(v)pri'zent,"hiện nay, hiện thời",2,present,7
2477,present,v,(v)pri'zent,"bày tỏ, giới thiệu, trình bày",2,present,7
2478,presentation,n,",prezen'teiʃn","bài thuyết trình, sự trình diện, sự giới thiệu",5,presentation,12
2479,preserve,v,pri'zə:v,"bảo quản, giữ gìn",2,preserve,8
2480,president,n,´prezidənt,"hiệu trưởng, chủ tịnh, tổng thống",3,president,9
2481,press,n,pres,"sự ép, sự nén, sự ấn",1,press,5
2482,press,v,pres,"ép, nén, bóp, ấn",1,press,5
2483,pressure,n,preʃə,"sức ép, áp lực, áp suất",2,pressure,8
2484,presumably,adv,pri'zju:məbli,"có thể được, có lẽ",4,presumably,10
2485,pretend,v,pri'tend,"giả vờ, giả bộ, làm ra vẻ",2,pretend,7
2486,pretty,"adv, adj",priti,"khá, vưa phải",2,pretty,6
2487,prevent,v,pri'vent,"ngăn cản, ngăn chặn, ngăn ngưa",2,prevent,7
2488,previous,adj,ˈpriviəs,"vội vàng, hấp tấp",3,previous,8
2489,previously,adv,´pri:viəsli,"trước, trước đây",4,previously,10
2490,price,n,prais,giá,1,price,5
2491,pride,n,praid,"sự kiêu hãnh, sự hãnh diện",1,pride,5
2492,priest,n,pri:st,"linh mục, thầy tu",1,priest,6
2493,primarily,adv,´praimərili,"trước hết, đầu tiên",4,primarily,9
2494,primary,adj,praiməri,"nguyên thủy, đầu tiên",3,primary,7
2495,prince,n,prins,hoàn tử,1,prince,6
2496,princess,n,prin'ses,công chúa,2,princess,8
2497,principle,n,ˈprɪnsəpəl,"cơ bản, chủ yếu",3,principle,9
2498,print,v,print,"in, xuất bản",1,print,5
2499,print,n,print,sự in ra,1,print,5
2500,printer,n,´printə,"máy in, thợ in",2,printer,7
2501,printing,n,´printiη,"sự in, thuật in, kỹ sảo in",2,print,8
2502,prior,adj,praɪə(r),"trước, ưu tiên",2,prior,5
2503,priority,n,prai´ɔriti,"sự ưu tế, quyền ưu tiên",4,priority,8
2504,prison,n,ˈprɪzən,nhà tù,2,prison,6
2505,prisoner,n,ˈprɪzənə(r),tù nhân,3,prisoner,8
2506,private,adj,ˈpraɪvɪt,"cá nhân, riêng",2,private,7
2507,privately,adv,ˈpraɪvɪtli,"riêng tư, cá nhân",3,privately,9
2508,prize,n,praiz,"giải, giải thưởng",1,prize,5
2509,probable,adj,´prɔbəbl,"có thể, có khả năng",3,probable,8
2510,probably,adv,´prɔbəbli,hầu như chắc chắn,3,probably,8
2511,problem,n,prɔbləm,"vấn đề, điều khó giải quyết",2,problem,7
